item_id,split,category,difficulty,expected_action,answer_source,question,gold_answer,answer,required_claim_recall,full_invariant_success,forbidden_hits,citation_count,strict_document_citation_precision,strict_document_citation_recall,api_retrieval_evidence_recall_at_5,explicit_polarity_applicable,explicit_polarity_match,input_tokens,output_tokens,turn_index,paired_core_item_id
DHHPQA-TEST-A4-002,TEST,A4,HARD,ANSWER,GPT_5_6_TERRA_BATCH,"Hãy tóm tắt mã xét tuyển, phương thức, tổ hợp, chỉ tiêu hiện hành và ngưỡng PT1 của Quản trị kinh doanh: Kinh doanh số và đổi mới sáng tạo (CLC).","Mã 734010120; phương thức PT1, PT2, PT3, PT4, PT5; tổ hợp A00, A01, C01, C03, C04, D01; Chỉ tiêu hiện hành của Quản trị kinh doanh: Kinh doanh số và đổi mới sáng tạo (CLC) là 50. Ngưỡng PT1 17,50 điểm.","- **Mã xét tuyển:** 734010120; mã ngành 7340101. [03_programs_current_2026__t512_o128__c0001]  
- **Phương thức:** PT1, PT2, PT3, PT4, PT5. PT1 là xét điểm thi tốt nghiệp THPT 2026. [03_programs_current_2026__t512_o128__c0001][02_methods_restrictions__t512_o128__c0001]  
- **Tổ hợp:** A00, A01, C01, C03, C04, D01. [03_programs_current_2026__t512_o128__c0001]  
- **Chỉ tiêu hiện hành:** dự kiến 50. [03_programs_current_2026__t512_o128__c0001]  
- **Ngưỡng PT1:** 17,50 điểm; chưa công bố điều kiện bổ sung trong bảng ngưỡng. [03_programs_current_2026__t512_o128__c0001]",1.0,1,0,6,0.8333333333333334,0.5,0.5,0,,3055,231,,
DHHPQA-TEST-A4-003,TEST,A4,HARD,ANSWER,GPT_5_6_TERRA_BATCH,"Hãy tóm tắt mã xét tuyển, phương thức, tổ hợp, chỉ tiêu hiện hành và ngưỡng PT1 của Quản trị kinh doanh: Quản trị kinh doanh quốc tế (CLC).","Mã 734010121; phương thức PT1, PT2, PT3, PT4, PT5; tổ hợp A00, A01, C01, C03, C04, D01; Chỉ tiêu hiện hành của Quản trị kinh doanh: Quản trị kinh doanh quốc tế (CLC) là 50. Ngưỡng PT1 17,50 điểm.","- **Mã xét tuyển:** 734010121 — Quản trị kinh doanh: Quản trị kinh doanh quốc tế (CLC); mã ngành 7340101. [03_programs_current_2026__t512_o128__c0001]  
- **Phương thức:** PT1, PT2, PT3, PT4, PT5. PT1 xét điểm thi tốt nghiệp THPT năm 2026. [03_programs_current_2026__t512_o128__c0001] [02_methods_restrictions__t512_o128__c0001]  
- **Tổ hợp:** A00, A01, C01, C03, C04, D01. [03_programs_current_2026__t512_o128__c0001]  
- **Chỉ tiêu hiện hành:** dự kiến 50. [03_programs_current_2026__t512_o128__c0001]  
- **Ngưỡng PT1:** 17,50 điểm; chưa công bố điều kiện bổ sung trong bảng ngưỡng. [03_programs_current_2026__t512_o128__c0001]",1.0,1,0,6,0.8333333333333334,0.5,0.5,0,,3053,248,,
DHHPQA-TEST-A4-004,TEST,A4,HARD,ANSWER,GPT_5_6_TERRA_BATCH,"Hãy tóm tắt mã xét tuyển, phương thức, tổ hợp, chỉ tiêu hiện hành và ngưỡng PT1 của Kế toán: Kế toán doanh nghiệp theo định hướng ACCA (CLC).","Mã 734030120; phương thức PT1, PT2, PT3, PT4, PT5; tổ hợp A00, A01, C01, C02, D01, D07; Chỉ tiêu hiện hành của Kế toán: Kế toán doanh nghiệp theo định hướng ACCA (CLC) là 50. Ngưỡng PT1 17,50 điểm.","- **Mã xét tuyển:** 734030120; mã ngành 7340301. [03_programs_current_2026__t512_o128__c0001]  
- **Phương thức:** PT1, PT2, PT3, PT4, PT5. PT1 là xét điểm thi tốt nghiệp THPT năm 2026. [03_programs_current_2026__t512_o128__c0001] [02_methods_restrictions__t512_o128__c0001]  
- **Tổ hợp:** A00, A01, C01, C02, D01, D07. [03_programs_current_2026__t512_o128__c0001]  
- **Chỉ tiêu hiện hành:** dự kiến 50. [03_programs_current_2026__t512_o128__c0001]  
- **Ngưỡng PT1:** 17,50 điểm; không công bố điều kiện bổ sung trong bảng ngưỡng. [03_programs_current_2026__t512_o128__c0001]",1.0,1,0,6,0.8333333333333334,0.5,0.5,0,,3233,233,,
DHHPQA-TEST-A4-005,TEST,A4,HARD,ANSWER,GPT_5_6_TERRA_BATCH,"Hãy tóm tắt mã xét tuyển, phương thức, tổ hợp, chỉ tiêu hiện hành và ngưỡng PT1 của Công nghệ kỹ thuật điện, điện tử: Công nghệ điện tử, vi mạch và bán dẫn (CLC).","Mã 751030120; phương thức PT1, PT2, PT3, PT4, PT5; tổ hợp A00, A01, A02, A10, C01, D01; Chỉ tiêu hiện hành của Công nghệ kỹ thuật điện, điện tử: Công nghệ điện tử, vi mạch và bán dẫn (CLC) là 50. Ngưỡng PT1 17,50 điểm.","- **Mã xét tuyển:** 751030120; **mã ngành:** 7510301. [03_programs_current_2026__t512_o128__c0001]  
- **Phương thức:** PT1, PT2, PT3, PT4, PT5. PT1 là xét điểm thi tốt nghiệp THPT năm 2026. [03_programs_current_2026__t512_o128__c0001] [02_methods_restrictions__t512_o128__c0001]  
- **Tổ hợp:** A00, A01, A02, A10, C01, D01. [03_programs_current_2026__t512_o128__c0001]  
- **Chỉ tiêu hiện hành:** dự kiến 50. [03_programs_current_2026__t512_o128__c0001]  
- **Ngưỡng PT1:** 17,50 điểm; chưa công bố điều kiện bổ sung. [03_programs_current_2026__t512_o128__c0001]",1.0,1,0,6,0.8333333333333334,0.5,0.5,0,,3046,231,,
DHHPQA-TEST-A4-006,TEST,A4,HARD,ANSWER,GPT_5_6_TERRA_BATCH,"Hãy tóm tắt mã xét tuyển, phương thức, tổ hợp, chỉ tiêu hiện hành và ngưỡng PT1 của Quản trị kinh doanh.","Mã 734010101; phương thức PT1, PT2, PT3, PT4, PT5; tổ hợp A00, A01, C01, C03, C04, D01; Nguồn hiện hành chỉ công bố tổng 100 chỉ tiêu cho nhóm chứa Quản trị kinh doanh; chưa công bố phân bổ riêng cho mã 734010101. Ngưỡng PT1 17,00 điểm.","- **Mã xét tuyển:** 734010101 – Quản trị kinh doanh; mã ngành 7340101. [03_programs_current_2026__t512_o128__c0002]  
- **Phương thức:** PT1, PT2, PT3, PT4, PT5. PT1 là xét điểm thi tốt nghiệp THPT năm 2026. [03_programs_current_2026__t512_o128__c0002] [02_methods_restrictions__t512_o128__c0001]  
- **Tổ hợp:** A00, A01, C01, C03, C04, D01. [03_programs_current_2026__t512_o128__c0002]  
- **Chỉ tiêu hiện hành:** công bố tổng chỉ tiêu nhóm/ngành Quản trị kinh doanh là **100**; chưa công bố chỉ tiêu riêng cho mã 734010101. [03_programs_current_2026__t512_o128__c0002]  
- **Ngưỡng PT1:** **17,00 điểm**; chưa công bố điều kiện bổ sung. [03_programs_current_2026__t512_o128__c0002]",1.0,1,0,6,0.8333333333333334,0.5,0.5,0,,3044,261,,
DHHPQA-TEST-A4-007,TEST,A4,HARD,ANSWER,GPT_5_6_TERRA_BATCH,"Hãy tóm tắt mã xét tuyển, phương thức, tổ hợp, chỉ tiêu hiện hành và ngưỡng PT1 của Quản trị tài chính kế toán.","Mã 734010102; phương thức PT1, PT2, PT3, PT4, PT5; tổ hợp A00, A01, C01, C03, C04, D01; Nguồn hiện hành chỉ công bố tổng 100 chỉ tiêu cho nhóm chứa Quản trị tài chính kế toán; chưa công bố phân bổ riêng cho mã 734010102. Ngưỡng PT1 17,00 điểm.","- **Mã xét tuyển:** 734010102 – Quản trị tài chính kế toán; mã ngành 7340101. [03_programs_current_2026__t512_o128__c0002]  
- **Phương thức:** PT1, PT2, PT3, PT4, PT5. PT1 xét điểm thi tốt nghiệp THPT năm 2026. [03_programs_current_2026__t512_o128__c0002] [02_methods_restrictions__t512_o128__c0001]  
- **Tổ hợp:** A00, A01, C01, C03, C04, D01. [03_programs_current_2026__t512_o128__c0002]  
- **Chỉ tiêu hiện hành:** Chưa công bố riêng cho mã 734010102; chỉ công bố tổng chỉ tiêu nhóm/ngành Quản trị kinh doanh là **100**, không suy ra chỉ tiêu của mã này. [03_programs_current_2026__t512_o128__c0002]  
- **Ngưỡng PT1:** **17,00 điểm**; không có điều kiện bổ sung được công bố. [03_programs_current_2026__t512_o128__c0002]",1.0,1,0,6,0.8333333333333334,0.5,0.5,0,,3046,272,,
DHHPQA-TEST-A4-008,TEST,A4,HARD,ANSWER,GPT_5_6_TERRA_BATCH,"Hãy tóm tắt mã xét tuyển, phương thức, tổ hợp, chỉ tiêu hiện hành và ngưỡng PT1 của Marketing số.","Mã 734011501; phương thức PT1, PT2, PT3, PT4, PT5; tổ hợp A00, A01, C01, C03, C04, D01; Nguồn hiện hành chỉ công bố tổng 200 chỉ tiêu cho nhóm chứa Marketing số; chưa công bố phân bổ riêng cho mã 734011501. Ngưỡng PT1 17,00 điểm.","- **Mã xét tuyển:** 734011501; **mã ngành:** 7340115. [03_programs_current_2026__t512_o128__c0002]  
- **Phương thức:** PT1, PT2, PT3, PT4, PT5. PT1 xét điểm thi tốt nghiệp THPT năm 2026. [03_programs_current_2026__t512_o128__c0002] [02_methods_restrictions__t512_o128__c0001]  
- **Tổ hợp:** A00, A01, C01, C03, C04, D01. [03_programs_current_2026__t512_o128__c0002]  
- **Chỉ tiêu hiện hành:** chỉ công bố tổng chỉ tiêu nhóm/ngành Marketing là **200**; chưa công bố phân bổ riêng cho Marketing số, nên không thể coi 200 là chỉ tiêu của mã 734011501. [03_programs_current_2026__t512_o128__c0002]  
- **Ngưỡng PT1:** **17,00 điểm**; chưa công bố điều kiện bổ sung trong bảng ngưỡng. [03_programs_current_2026__t512_o128__c0002]",1.0,1,0,6,0.8333333333333334,0.5,0.5,0,,3041,272,,
DHHPQA-TEST-A4-009,TEST,A4,HARD,ANSWER,GPT_5_6_TERRA_BATCH,"Hãy tóm tắt mã xét tuyển, phương thức, tổ hợp, chỉ tiêu hiện hành và ngưỡng PT1 của Marketing.","Mã 734011502; phương thức PT1, PT2, PT3, PT4, PT5; tổ hợp A00, A01, C01, C03, C04, D01; Nguồn hiện hành chỉ công bố tổng 200 chỉ tiêu cho nhóm chứa Marketing; chưa công bố phân bổ riêng cho mã 734011502. Ngưỡng PT1 17,00 điểm.","- **Mã xét tuyển:** 734011502 – Marketing; mã ngành 7340115. [03_programs_current_2026__t512_o128__c0002]  
- **Phương thức:** PT1, PT2, PT3, PT4, PT5. PT1 là xét điểm thi tốt nghiệp THPT năm 2026. [03_programs_current_2026__t512_o128__c0002] [02_methods_restrictions__t512_o128__c0001]  
- **Tổ hợp:** A00, A01, C01, C03, C04, D01. [03_programs_current_2026__t512_o128__c0002]  
- **Chỉ tiêu hiện hành:** chỉ công bố tổng chỉ tiêu nhóm/ngành Marketing là **200**; chưa công bố chỉ tiêu riêng cho mã 734011502. [03_programs_current_2026__t512_o128__c0002]  
- **Ngưỡng PT1:** **17,00 điểm**; không công bố điều kiện bổ sung. [03_programs_current_2026__t512_o128__c0002]",1.0,1,0,6,0.8333333333333334,0.5,0.5,0,,3040,254,,
DHHPQA-TEST-A4-010,TEST,A4,HARD,ANSWER,GPT_5_6_TERRA_BATCH,"Hãy tóm tắt mã xét tuyển, phương thức, tổ hợp, chỉ tiêu hiện hành và ngưỡng PT1 của Truyền thông marketing.","Mã 734011503; phương thức PT1, PT2, PT3, PT4, PT5; tổ hợp A00, A01, C01, C03, C04, D01; Nguồn hiện hành chỉ công bố tổng 200 chỉ tiêu cho nhóm chứa Truyền thông marketing; chưa công bố phân bổ riêng cho mã 734011503. Ngưỡng PT1 17,00 điểm.","- **Mã xét tuyển:** 734011503 – Truyền thông marketing; mã ngành 7340115. [03_programs_current_2026__t512_o128__c0002]  
- **Phương thức:** PT1, PT2, PT3, PT4, PT5. PT1 xét điểm thi tốt nghiệp THPT 2026. [03_programs_current_2026__t512_o128__c0002] [02_methods_restrictions__t512_o128__c0001]  
- **Tổ hợp:** A00, A01, C01, C03, C04, D01. [03_programs_current_2026__t512_o128__c0002]  
- **Chỉ tiêu hiện hành:** Chưa công bố chỉ tiêu riêng cho mã 734011503; chỉ công bố tổng chỉ tiêu nhóm/ngành Marketing là **200**, không thể suy ra chỉ tiêu của Truyền thông marketing. [03_programs_current_2026__t512_o128__c0002]  
- **Ngưỡng PT1:** **17,00 điểm**; không có điều kiện bổ sung được công bố. [03_programs_current_2026__t512_o128__c0002]",1.0,1,0,6,0.8333333333333334,0.5,0.5,0,,3044,271,,
DHHPQA-TEST-A4-011,TEST,A4,HARD,ANSWER,GPT_5_6_TERRA_BATCH,"Hãy tóm tắt mã xét tuyển, phương thức, tổ hợp, chỉ tiêu hiện hành và ngưỡng PT1 của Thương mại điện tử.","Mã 734012201; phương thức PT1, PT2, PT3, PT4, PT5; tổ hợp A00, A01, C01, C03, C04, D01; Chỉ tiêu hiện hành của Thương mại điện tử là 110. Ngưỡng PT1 17,00 điểm.","- **Mã xét tuyển:** 734012201 (mã ngành 7340122) – Thương mại điện tử. [03_programs_current_2026__t512_o128__c0002]  
- **Phương thức:** PT1, PT2, PT3, PT4, PT5. PT1 xét điểm thi tốt nghiệp THPT năm 2026. [03_programs_current_2026__t512_o128__c0002] [02_methods_restrictions__t512_o128__c0001]  
- **Tổ hợp:** A00, A01, C01, C03, C04, D01. [03_programs_current_2026__t512_o128__c0002]  
- **Chỉ tiêu hiện hành:** dự kiến 110. [03_programs_current_2026__t512_o128__c0002]  
- **Ngưỡng PT1:** 17,00 điểm; chưa công bố điều kiện bổ sung. [03_programs_current_2026__t512_o128__c0002]",1.0,1,0,6,0.8333333333333334,0.5,0.5,0,,3061,235,,
DHHPQA-TEST-A4-012,TEST,A4,HARD,ANSWER,GPT_5_6_TERRA_BATCH,"Hãy tóm tắt mã xét tuyển, phương thức, tổ hợp, chỉ tiêu hiện hành và ngưỡng PT1 của Tài chính doanh nghiệp.","Mã 734020102; phương thức PT1, PT2, PT3, PT4, PT5; tổ hợp A00, A01, C01, C02, D01, D07; Nguồn hiện hành chỉ công bố tổng 125 chỉ tiêu cho nhóm chứa Tài chính doanh nghiệp; chưa công bố phân bổ riêng cho mã 734020102. Ngưỡng PT1 17,00 điểm.","- **Mã xét tuyển:** 734020102 – Tài chính doanh nghiệp; mã ngành 7340201. [03_programs_current_2026__t512_o128__c0002]  
- **Phương thức:** PT1, PT2, PT3, PT4, PT5. PT1 xét điểm thi tốt nghiệp THPT năm 2026. [03_programs_current_2026__t512_o128__c0002] [02_methods_restrictions__t512_o128__c0001]  
- **Tổ hợp:** A00, A01, C01, C02, D01, D07. [03_programs_current_2026__t512_o128__c0002]  
- **Chỉ tiêu hiện hành:** Chưa công bố chỉ tiêu riêng cho mã 734020102; chỉ công bố tổng chỉ tiêu nhóm/ngành Tài chính – Ngân hàng là **125**. [03_programs_current_2026__t512_o128__c0002]  
- **Ngưỡng PT1:** **17,00 điểm**; không có điều kiện bổ sung được công bố. [03_programs_current_2026__t512_o128__c0002]",1.0,1,0,6,0.8333333333333334,0.5,0.5,0,,3061,266,,
DHHPQA-TEST-A4-013,TEST,A4,HARD,ANSWER,GPT_5_6_TERRA_BATCH,"Hãy tóm tắt mã xét tuyển, phương thức, tổ hợp, chỉ tiêu hiện hành và ngưỡng PT1 của Kế toán doanh nghiệp.","Mã 734030102; phương thức PT1, PT2, PT3, PT4, PT5; tổ hợp A00, A01, C01, C02, D01, D07; Nguồn hiện hành chỉ công bố tổng 150 chỉ tiêu cho nhóm chứa Kế toán doanh nghiệp; chưa công bố phân bổ riêng cho mã 734030102. Ngưỡng PT1 17,00 điểm.","- **Mã xét tuyển:** 734030102; mã ngành 7340301. [03_programs_current_2026__t512_o128__c0003]  
- **Phương thức:** PT1, PT2, PT3, PT4, PT5. PT1 xét điểm thi tốt nghiệp THPT năm 2026. [03_programs_current_2026__t512_o128__c0003] [02_methods_restrictions__t512_o128__c0001]  
- **Tổ hợp:** A00, A01, C01, C02, D01, D07. [03_programs_current_2026__t512_o128__c0003]  
- **Chỉ tiêu hiện hành:** 150 là tổng chỉ tiêu nhóm/ngành Kế toán; chưa công bố chỉ tiêu riêng cho mã 734030102. [03_programs_current_2026__t512_o128__c0003]  
- **Ngưỡng PT1:** 17,00; không có điều kiện bổ sung được công bố. [03_programs_current_2026__t512_o128__c0003]",1.0,1,0,6,0.8333333333333334,0.5,0.5,0,,3061,249,,
DHHPQA-TEST-A4-014,TEST,A4,HARD,ANSWER,GPT_5_6_TERRA_BATCH,"Hãy tóm tắt mã xét tuyển, phương thức, tổ hợp, chỉ tiêu hiện hành và ngưỡng PT1 của Kế toán - Kiểm toán.","Mã 734030103; phương thức PT1, PT2, PT3, PT4, PT5; tổ hợp A00, A01, C01, C02, D01, D07; Nguồn hiện hành chỉ công bố tổng 150 chỉ tiêu cho nhóm chứa Kế toán - Kiểm toán; chưa công bố phân bổ riêng cho mã 734030103. Ngưỡng PT1 17,00 điểm.","- **Mã xét tuyển:** 734030103; **mã ngành:** 7340301. [03_programs_current_2026__t512_o128__c0003]  
- **Phương thức:** PT1, PT2, PT3, PT4, PT5. PT1 là xét điểm thi tốt nghiệp THPT năm 2026. [03_programs_current_2026__t512_o128__c0003] [02_methods_restrictions__t512_o128__c0001]  
- **Tổ hợp:** A00, A01, C01, C02, D01, D07. [03_programs_current_2026__t512_o128__c0003]  
- **Chỉ tiêu hiện hành:** công bố **150 chỉ tiêu cho nhóm/ngành Kế toán**; chưa có phân bổ riêng cho mã 734030103, nên không thể coi 150 là chỉ tiêu riêng của Kế toán - Kiểm toán. [03_programs_current_2026__t512_o128__c0003]  
- **Ngưỡng PT1:** 17,00 điểm; không công bố điều kiện bổ sung trong bảng ngưỡng. [03_programs_current_2026__t512_o128__c0003]",1.0,1,0,6,0.8333333333333334,0.5,0.5,0,,3063,277,,
DHHPQA-TEST-A4-015,TEST,A4,HARD,ANSWER,GPT_5_6_TERRA_BATCH,"Hãy tóm tắt mã xét tuyển, phương thức, tổ hợp, chỉ tiêu hiện hành và ngưỡng PT1 của Ngôn ngữ Trung Quốc.","Mã 722020401; phương thức PT1, PT3.1, PT5; tổ hợp D01, D04, D09, D14, D15, D45; Chỉ tiêu hiện hành của Ngôn ngữ Trung Quốc là 145. Ngưỡng PT1 17,50 điểm.","- **Mã xét tuyển:** 722020401; mã ngành 7220204. [03_programs_current_2026__t512_o128__c0003]  
- **Phương thức:** PT1, PT3.1, PT5. PT1 xét điểm thi tốt nghiệp THPT 2026; PT3.1 kết hợp chứng chỉ ngoại ngữ với điểm thi THPT 2026; PT5 xét tuyển thẳng. [03_programs_current_2026__t512_o128__c0003] [02_methods_restrictions__t512_o128__c0001]  
- **Tổ hợp:** D01, D04, D09, D14, D15, D45. [03_programs_current_2026__t512_o128__c0003]  
- **Chỉ tiêu dự kiến:** 145. [03_programs_current_2026__t512_o128__c0003]  
- **Ngưỡng PT1:** 17,50 điểm; chưa công bố điều kiện bổ sung trong bảng ngưỡng. [03_programs_current_2026__t512_o128__c0003]",1.0,1,0,6,0.8333333333333334,0.5,0.5,0,,3009,252,,
DHHPQA-TEST-A4-016,TEST,A4,HARD,ANSWER,GPT_5_6_TERRA_BATCH,"Hãy tóm tắt mã xét tuyển, phương thức, tổ hợp, chỉ tiêu hiện hành và ngưỡng PT1 của Văn học.","Mã 722903001; phương thức PT1, PT2, PT3, PT4, PT5; tổ hợp C00, C03, C04, C19, C20, D15; Chỉ tiêu hiện hành của Văn học là 60. Ngưỡng PT1 17,00 điểm.","**Văn học** có mã xét tuyển **722903001** (mã ngành 7229030). [03_programs_current_2026__t512_o128__c0003]

- **Phương thức:** PT1, PT2, PT3, PT4, PT5. PT1 xét điểm thi tốt nghiệp THPT năm 2026. [03_programs_current_2026__t512_o128__c0003] [02_methods_restrictions__t512_o128__c0001]
- **Tổ hợp:** C00, C03, C04, C19, C20, D15. [03_programs_current_2026__t512_o128__c0003]
- **Chỉ tiêu dự kiến hiện hành:** 60. [03_programs_current_2026__t512_o128__c0003]
- **Ngưỡng PT1:** 17,00 điểm; chưa công bố điều kiện bổ sung. [03_programs_current_2026__t512_o128__c0003]",1.0,1,0,6,0.8333333333333334,0.5,0.5,0,,3936,227,,
DHHPQA-TEST-A4-017,TEST,A4,HARD,ANSWER,GPT_5_6_TERRA_BATCH,"Hãy tóm tắt mã xét tuyển, phương thức, tổ hợp, chỉ tiêu hiện hành và ngưỡng PT1 của Kinh tế ngoại thương.","Mã 731010102; phương thức PT1, PT2, PT3, PT4, PT5; tổ hợp A00, A01, C01, C03, C04, D01; Nguồn hiện hành chỉ công bố tổng 150 chỉ tiêu cho nhóm chứa Kinh tế ngoại thương; chưa công bố phân bổ riêng cho mã 731010102. Ngưỡng PT1 17,00 điểm.","- **Mã xét tuyển:** 731010102 – Kinh tế ngoại thương; mã ngành 7310101. [03_programs_current_2026__t512_o128__c0003]  
- **Phương thức:** PT1, PT2, PT3, PT4, PT5. PT1 xét điểm thi tốt nghiệp THPT năm 2026. [03_programs_current_2026__t512_o128__c0003] [02_methods_restrictions__t512_o128__c0001]  
- **Tổ hợp:** A00, A01, C01, C03, C04, D01. [03_programs_current_2026__t512_o128__c0003]  
- **Chỉ tiêu hiện hành:** 150 là tổng chỉ tiêu của nhóm/ngành Kinh tế; **chưa công bố** chỉ tiêu riêng cho mã 731010102. [03_programs_current_2026__t512_o128__c0003]  
- **Ngưỡng PT1:** 17,00; chưa công bố điều kiện bổ sung. [03_programs_current_2026__t512_o128__c0003]",1.0,1,0,6,0.8333333333333334,0.5,0.5,0,,3940,257,,
DHHPQA-TEST-A4-018,TEST,A4,HARD,ANSWER,GPT_5_6_TERRA_BATCH,"Hãy tóm tắt mã xét tuyển, phương thức, tổ hợp, chỉ tiêu hiện hành và ngưỡng PT1 của Quản lý kinh tế.","Mã 731010103; phương thức PT1, PT2, PT3, PT4, PT5; tổ hợp A00, A01, C01, C03, C04, D01; Nguồn hiện hành chỉ công bố tổng 150 chỉ tiêu cho nhóm chứa Quản lý kinh tế; chưa công bố phân bổ riêng cho mã 731010103. Ngưỡng PT1 17,00 điểm.","**Quản lý kinh tế** có mã xét tuyển **731010103** (mã ngành 7310101). [03_programs_current_2026__t512_o128__c0004]

- **Phương thức:** PT1, PT2, PT3, PT4, PT5. PT1 xét điểm thi tốt nghiệp THPT năm 2026. [03_programs_current_2026__t512_o128__c0004] [02_methods_restrictions__t512_o128__c0001]
- **Tổ hợp:** A00, A01, C01, C03, C04, D01. [03_programs_current_2026__t512_o128__c0004]
- **Chỉ tiêu hiện hành:** công bố **150 chỉ tiêu cho nhóm/ngành Kinh tế**, chưa có phân bổ riêng cho mã 731010103; không thể xem 150 là chỉ tiêu riêng của Quản lý kinh tế. [03_programs_current_2026__t512_o128__c0004]
- **Ngưỡng PT1:** **17,00 điểm**; chưa công bố điều kiện bổ sung trong bảng ngưỡng. [03_programs_current_2026__t512_o128__c0004]",1.0,1,0,6,0.8333333333333334,0.5,0.5,0,,3008,272,,
DHHPQA-TEST-A4-019,TEST,A4,HARD,ANSWER,GPT_5_6_TERRA_BATCH,"Hãy tóm tắt mã xét tuyển, phương thức, tổ hợp, chỉ tiêu hiện hành và ngưỡng PT1 của Logistics và vận tải đa phương thức.","Mã 731010104; phương thức PT1, PT2, PT3, PT4, PT5; tổ hợp A00, A01, C01, C03, C04, D01; Nguồn hiện hành chỉ công bố tổng 150 chỉ tiêu cho nhóm chứa Logistics và vận tải đa phương thức; chưa công bố phân bổ riêng cho mã 731010104. Ngưỡng PT1 18,00 điểm.","**Logistics và vận tải đa phương thức** (mã xét tuyển **731010104**, mã ngành **7310101**):  
- Phương thức: **PT1, PT2, PT3, PT4, PT5**. PT1 xét điểm thi tốt nghiệp THPT năm 2026. [03_programs_current_2026__t512_o128__c0004] [02_methods_restrictions__t512_o128__c0001]  
- Tổ hợp: **A00, A01, C01, C03, C04, D01**. [03_programs_current_2026__t512_o128__c0004]  
- Chỉ tiêu hiện hành: chỉ công bố **150 chỉ tiêu tổng của nhóm/ngành Kinh tế**; chưa công bố chỉ tiêu riêng cho mã 731010104. [03_programs_current_2026__t512_o128__c0004]  
- Ngưỡng PT1: **18,00 điểm**; không công bố điều kiện bổ sung. [03_programs_current_2026__t512_o128__c0004]",1.0,1,0,5,0.8,0.5,0.5,0,,2993,244,,
DHHPQA-TEST-A4-020,TEST,A4,HARD,ANSWER,GPT_5_6_TERRA_BATCH,"Hãy tóm tắt mã xét tuyển, phương thức, tổ hợp, chỉ tiêu hiện hành và ngưỡng PT1 của Tâm lý học giáo dục.","Mã 731040101; phương thức PT1, PT2, PT3, PT4, PT5; tổ hợp C00, C03, C04, D01, D15, X01; Nguồn hiện hành chỉ công bố tổng 50 chỉ tiêu cho nhóm chứa Tâm lý học giáo dục; chưa công bố phân bổ riêng cho mã 731040101. Ngưỡng PT1 17,00 điểm.","- **Mã xét tuyển:** 731040101 – Tâm lý học giáo dục; mã ngành 7310401. [03_programs_current_2026__t512_o128__c0004]  
- **Phương thức:** PT1, PT2, PT3, PT4, PT5. PT1 là xét điểm thi tốt nghiệp THPT năm 2026. [03_programs_current_2026__t512_o128__c0004] [02_methods_restrictions__t512_o128__c0001]  
- **Tổ hợp:** C00, C03, C04, D01, D15, X01. [03_programs_current_2026__t512_o128__c0004]  
- **Chỉ tiêu hiện hành:** 50 cho nhóm/ngành Tâm lý học (dự kiến mở); chưa công bố phân bổ riêng cho mã 731040101. [03_programs_current_2026__t512_o128__c0004]  
- **Ngưỡng PT1:** 17,00 điểm; chưa công bố điều kiện bổ sung trong bảng ngưỡng. [03_programs_current_2026__t512_o128__c0004]",1.0,1,0,6,0.8333333333333334,0.5,0.5,0,,3009,264,,
DHHPQA-TEST-A4-021,TEST,A4,HARD,ANSWER,GPT_5_6_TERRA_BATCH,"Hãy tóm tắt mã xét tuyển, phương thức, tổ hợp, chỉ tiêu hiện hành và ngưỡng PT1 của Nhật Bản học.","Mã 731060801; phương thức PT1, PT3.1, PT5; tổ hợp C00, D01, D04, D06, DD2; Nguồn hiện hành chỉ công bố tổng 50 chỉ tiêu cho nhóm chứa Nhật Bản học; chưa công bố phân bổ riêng cho mã 731060801. Ngưỡng PT1 17,00 điểm.","- **Mã xét tuyển:** 731060801; **mã ngành:** 7310608 (Nhật Bản học). [03_programs_current_2026__t512_o128__c0004]  
- **Phương thức:** PT1, PT3.1, PT5. PT1 xét điểm thi tốt nghiệp THPT 2026; PT3.1 kết hợp chứng chỉ ngoại ngữ và điểm thi THPT 2026; PT5 xét tuyển thẳng. [03_programs_current_2026__t512_o128__c0004] [02_methods_restrictions__t512_o128__c0001]  
- **Tổ hợp:** C00, D01, D04, D06, DD2. [03_programs_current_2026__t512_o128__c0004]  
- **Chỉ tiêu hiện hành:** chỉ công bố **50 chỉ tiêu tổng** cho nhóm/ngành Đông phương học (dự kiến mở); chưa công bố chỉ tiêu riêng cho mã 731060801. [03_programs_current_2026__t512_o128__c0004]  
- **Ngưỡng PT1:** 17,00 điểm; không có điều kiện bổ sung được công bố. [03_programs_current_2026__t512_o128__c0004]",1.0,1,0,6,0.8333333333333334,0.5,0.5,0,,2907,287,,
